nom_produit,marque,prix,categorie,plateforme,site_source,url_produit,note,nombre_avis,disponibilite,page
"Logitech C270 Webcam Streaming HD, 720p/30ips, Appel Vidéo HD Large Champ de Vision, Correction de la Lumière, Micro Antiparasites, Skype, FaceTime, Camera PC/Mac/Portable/Tablette/Chromebook",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,Indisponible,2
"Logitech MX Mechanical Clavier sans Fil Rétroéclairé Performant, Boutons Tactiles Silencieux, Rétroéclairage, Bluetooth, USB-C, macOS, Windows, Linux, iOS, Android, Métal, Français AZERTY - Gris",Logitech,"173,18€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,1",0,En stock,2
"Logitech G Pro X 60 Lightspeed, Clavier Gaming sans Fil, mécanique Compact TKL 60 pour Cent, LIGHTSYNC RVB, Touches en PBT Double Couche, switchs tactiles GX optiques, Windows PC, AZERTY FR - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,2
"MCHOSE Ace68 Turbo HE Clavier Gaming, Hall Effet Magnétique Clavier Gamer, Ultra-Rapide 16KHz, Précision 0,001mm, Rapid Trigger, Activation Réglable, Tout Aluminium, Filaire, RGB, SOCD, Macro, Orange",Logitech,"149,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,6",0,En stock,2
"Logitech Brio 300 Webcam Full HD avec confidentialité, micro à réduction de bruit, USB-C, Certifié pour Zoom, Microsoft Teams, Google Meet, Correction automatique de l’éclairage - Graphite",Logitech,"49,97€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,2
"Logitech Webcam C920 HD Pro, Appels et Enregistrements Vidéo Full HD 1080p, Gaming Stream, Deux Microphones, Petite, Agile, Réglable, PC/Mac/Portable/Tablette/Chromebook - Noir",Logitech,"59,34€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,2
"Domyfan Écran Portable 15.6"" Triple Moniteur pour Ordinateur Portable 120% sRGB FHD 1080P Convient à Toutes Les Tailles Laptop attaché Type-C USB HDMI plug and play, Pour Mac, Windows, Chrome, Android",Logitech,"309,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,2
"Logitech G G705 Souris Gamer sans Fil, Éclairage RVB LIGHTSYNC Personnalisable, Lightspeed sans Fil, Connectivité Bluetooth, Légère, PC/Mac/Ordinateur Portable - Blanc",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,2
"Logitech G515 Lightspeed TKL profilé Clavier Gaming sans Fil, LIGHTSYNC RVB, Profil Ultra-Plat sans pavé numérique, Touches en PBT, Contacts mécaniques tactiles, Clavier Français AZERTY - Noir",Logitech,"99,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,7",0,En stock,2
"Logitech G G735 Casque Gamer Sans Fil, Éclairage RVB LIGHTSYNC Personnalisable, LIGHTSPEED, Bluetooth, Aux. de 3,5 MM Compatible avec PC, Appareils Mobiles, Micro Amovible - Blanc",Logitech,"119,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,1",0,En stock,2
"Logitech Keys-To-Go 2, clavier Bluetooth portable pour tablette avec coque intégrée, clavier sans fil compact ultra-mince pour Windows, Android, Linux, iPad, iPhone, Mac, Apple TV, AZERTY FR -Graphite",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,9",0,Indisponible,2
"Logitech G535 Lightspeed Casque Gamer sans Fil - Casque Supra-auriculaire léger, Micro avec Fonction de sourdine Flip-up, stéréo, Compatible avec PC, PS4, PS5, Rechargeable par USB - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,2
Logitech Z533 Système d'enceintes multimédia avec Prise européenne et Caisson de Basses,Logitech,"99,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,2
"Logitech Zone Vibe 100 Lightweight Wireless Headphones with Noise Cancelling Mic - Advanced Multipoint Bluetooth Earbuds, Works with Teams, Google Meet, Zoom, Mac/PC - Grey",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,9",0,Indisponible,2
"Logitech Z313 Enceinte, Noir",Logitech,"59,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,2",0,En stock,2
"Logitech G G923 volant de course et pédales, TRUEFORCE jusqu'à 1000 Hz, commande de démarrage à double embrayage, housse de volant véritable, PS5/PS4/PC/Mac, EU Plug - Noir",Logitech,"249,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,2
"Logitech MK120 Combo Clavier et Souris Filaire pour Windows, Clavier Espagnol QWERTY - Noir",Logitech,"29,52€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,2
"Logitech M350 Pebble Souris Sans Fil, Bluetooth ou 2,4 GHz avec Mini Récepteur USB, Souris pour Ordinateur avec Clic Sliencieux, Portable/Notebook/PC/Mac/iPad OS/Chromebook - Graphite/Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,Indisponible,2
"Logitech Z407 Haut-parleurs Bluetooth pour Ordinateur avec Caisson de Basses et contrôle sans Fil, Son immersif, Audio Premium avec Plusieurs entrées et Haut-parleurs USB - Noir",Logitech,"89,29€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,2
"Logitech G G502 X Plus Lightspeed Souris Gaming RVB sans Fil - Souris Optique Boutons Hybrides LIGHTFORCE, LIGHTSYNC RVB, Capteur Gaming Hero 25K, Compatible avec PC - macOS/Windows - Noir",Logitech,"123,66€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,2
"Logitech Lift pour Mac Souris Ergonomique Verticale sans Fil, Bluetooth, Molette et Clics Silencieux, 4 Boutons Personnalisables, Compatible macOS/iPadOS/MacBook/iMac/iPad - Blanc",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,2
"Logitech G G840 Tapis de Souris de Jeu Extra Large, Optimisé pour Les capteurs, Friction modérée,Tapis de Souris antidérapant, Accessoires de Jeu Mac et PC, 900 x 400 x 3 mm",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,Indisponible,2
"Logitech MK295 ensemble souris clavier sans fil – SilentTouch, pavé numérique, boutons raccourci, optique, récepteur USB nano, souris sans fil zéro latence, -90 % de bruit, Clavier Belge AZERTZ - Gris",Logitech,"49,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,0",0,En stock,2
"Logitech G Saitek Pro Flight Yoke Système De Manche Et Bloc, Commande des Gaz Incluses, 5 Axes, Gouvernail en Aciers Inoxydable, Arbre De Commandes De L'Aileron, USB - Noir",Logitech,"154,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",Livraison plus rapide,En stock,2
"Logitech Signature Slim MK950 for Business Ensemble Clavier et Souris sans Fil, Saisie discrète, récepteur sécurisé, certifié à l'international, Windows/Mac/Chrome/Linux, Français AZERTY, Graphite",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,Indisponible,2
"Logitech MX Brio Webcam de Collaboration et Streaming 4K Ultra HD, 1080p à 60 IPS, 2 micros avec réduction de Bruit, Show Mode, USB-C, Cache pour Webcam, Microsoft Teams, Zoom, Google Meet, Graphite",Logitech,"149,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,2
"Logitech M720 Triathlon, Souris sans Fil, Multi-Dispositifs, Bluetooth et 2,4 GHz avec Récepteur USB Unifying, 1000 PPP, 8 Boutons, Batterie Longue Durée 24 Mois, Portable/PC/Mac/iPad OS - Noir",Logitech,"49,90€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,2
"Logitech Brio 4K Webcam pour Professionnels, Connexion biométrique avec Windows, Correction Automatique de l’éclairage,réduction Active du Bruit, Microsoft Teams, Zoom, Google Meet, PC/Mac - Graphite",Logitech,"125,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,8",0,En stock,2
"Logitech for Creators Blue Yeti Microphone USB pour Enregistrer, Streaming, Gaming, Podcast sur PC & Mac, Micro condensateur pour ordinateur portable et PC avec Effets Blue VO!CE, Plug and Play - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,Indisponible,2
"Logitech MeetUp 2 Caméra USB tout-en-un pour salle de conférence, barre vidéo compacte avec fonctionnalités d’IA intégrées, compatible avec Microsoft Teams, Zoom Rooms, Google Meet et bien plus encore",Logitech,"650,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,8",Livraison plus rapide,En stock,2
"Logitech MX Anywhere 3S for Business, souris sans fil pour les professionnels - Windows/Mac/Chrome/Linux, Bluetooth, clics discrets, Logi Bolt sécurisé, compacte, 8 000 PPP, défilement MagSpeed - Gris",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,Indisponible,2
"Lampe vidéo LED ULANZI K20 Key Light, Panneau LED Professionnel pour Studio avec 600 lumens et 10W, Lumière vidéo 11"" dimmable (2500K-9000K), pour Youtube/Diffusion en Direct",Logitech,"59,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,2
"Kit de microphone USB de jeu avec bras perche – Micro à condensateur RVB avec suppression du bruit, réglage de la réverbération du bouton muet, surveillance pour le streaming, les podcasts, la",Logitech,"39,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,En stock,3
"TZMRIT X Aula WIN60 HE,60% Clavier mécanique de Jeu avec câble, Interrupteur magnétique remplaçable à Chaud, Mode d'activation Rapide réglable, fréquence de réglage 8000 Hz (Blanc)",Logitech,"37,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
LOFREE Souris sans fil Bluetooth 4000 DPI Écran OLED Mac Windows PC,Logitech,"80,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,2",0,En stock,3
"NitroPC - Pack Bronze | PC Gaming Complet (AMD Ryzen 5 5655G 6/12 4,4GHz, RX Vega 7, RAM 16Go, SSD 512Go, Windows 11 Pro | WiFi, Moniteur 24"", Clavier, Souris, Casque) Ordinateur de Bureau (Noir)",Logitech,"699,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
"Logitech G POWERPLAY 2, Tapis de Souris de Charge sans Fil pour Souris Gaming Compatible, 34,5 X 28,4 cm (13,5 x 11,2 Pouces), Hauteur 3,5 mm, pour PC/Mac - Noir",Logitech,"74,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech MX Anywhere 3S for Business, souris sans fil pour les professionnels - Windows/Mac/Chrome/Linux, Bluetooth, clics discrets, Logi Bolt sécurisé, compacte, 8 000 PPP, défilement MagSpeed - Gris",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,Indisponible,3
"Logitech Z207 Système De Hauts-Parleurs Bluetooth Pour PC, Son Stéréo, 10W En Puissance, Entrée Audio 3,5 Mm, Prise Casque, Multi-Dispositifs, Prise EU/FR, Ordinateur/TV/Smartphone/Tablette - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,3
"Logitech Brio 4K Webcam pour Professionnels, Connexion biométrique avec Windows, Correction Automatique de l’éclairage,réduction Active du Bruit, Microsoft Teams, Zoom, Google Meet, PC/Mac - Graphite",Logitech,"125,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,8",0,En stock,3
"Logitech M235 Souris Sans Fil, 2.4GHz avec Récepteur USB, Suivi Optique 1000 PPP, Pile 12 Mois, Compatible avec PC, Mac, Ordinateur Portable, Chromebook - Gris",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,3
"Logitech Zone Wireless 2 ES - Casque sans Fil Anti-Bruit avec ANC Hybride adaptative, Bluetooth, Graphite",Logitech,"159,19€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,2",0,En stock,3
"Logitech Spotlight Télécommande de Présentation sans Fil, Bluetooth et 2,4 GHz avec Nano-Récepteur USB, Pointeur Laser, Commandes de Diaporama, Portée de 30M, Minuterie Réglable, PC/Mac/Android - Gris",Logitech,"85,31€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Logitech G G560 Haut-parleurs Gaming PC, Son Surround DTS:X Ultra 7.1 et Eclairage RGB LIGHTSYNC Synchronisé à Vos Jeux, Deux Haut-parleurs et Un Caisson de Basses, expérience de Jeu immersive - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,3
"Logitech G RS50 System, configuration de volant de simulation de course en 3 pièces - base de volant RS50 avec Direct Drive 8 Nm, RS Wheel Hub avec 13 boutons et RS Round Wheel 28 cm -PS5/PS4/PC- Noir",Logitech,"636,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech POP Icon Keys Wireless Bluetooth Keyboard, Comfortable Typing, Programmable Keys, Easy-Switch Between 3 Devices Maximum, for Laptop, Tablet, PC, French AZERTY, Graphite",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,2",0,Indisponible,3
"Logitech Récepteur USB Unifying, Technologie sans Fil 2,4 GHz, Prise USB Compatible avec Tous Les périphériques Unifying tels Que Les Souris et claviers sans Fil, PC/Mac - Noir",Logitech,"14,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,En stock,3
"Logitech MX Anywhere 3, Souris Compacte et Puissante- sans Fil, Défilement Magnétique, Ergonomique, Boutons Personnalisables, USB-C, Bluetooth, Apple Mac, iPad, PC Windows, Linux, Chrome - Graphite",Logitech,"125,83€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"FOXMM x MCHOSE L7 Pro Souris Superlight 39g, Capteur 26 000 DPI, 6 DPI Réglables, Taux de Polling 8K Hz avec Récepteur 8K Ultra-Rapide, Souris de Jeu sans Fil/Filaire BT/2,4 G, Batterie 200 h Blanc",Logitech,"68,95€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,8",0,En stock,3
"MCHOSE Ace68 Turbo HE Clavier Gaming, Hall Effet Magnétique Clavier Gamer, Ultra-Rapide 16KHz, Précision 0,001mm, Rapid Trigger, Activation Réglable, Tout Aluminium, Filaire, RGB, SOCD, Macro, Orange",Logitech,"149,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,6",0,En stock,3
"Spirit Of Gamer, Pack Clavier Souris Gamer RGB, Clavier Gamer Filaire Semi-Mecanique, Format Compact TKL 60%, Souris Gamer Filaire pour PC 12800 DPI,",Logitech,"39,28€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,N/A,0,En stock,3
"Logitech Brio 300 Webcam Full HD avec confidentialité, micro à réduction de bruit, USB-C, Certifié pour Zoom, Microsoft Teams, Google Meet, Correction automatique de l’éclairage - Graphite",Logitech,"49,97€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Logitech Pop Mouse, Souris Bluetooth sans Fil compacte et Portable avec Boutons programmables et clics discrets, Easy-Switch Entre 3 dispositifs, Ordinateur Portable, Tablette, PC - Graphite",Logitech,"28,29€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech G G915 X Clavier Gaming mécanique Filaire Ultra-Plat, Touches PBT Double Couche, Touches entièrement programmables, éclairage RVB, switchs GL Brown Tactile, PC/Mac, Clavier FRA AZERTY - Noir",Logitech,"139,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,8",0,En stock,3
"Logitech Brio 500 Webcam Streaming HD avec Expo Auto, Mode ’Show’, Deux Micros à Réduction de Bruit, Clapet Webcam Confidentiel, Compatible Microsoft Teams, Google Meet, Zoom, Câble USB-C - Graphite",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,3
"Logitech MX Anywhere 3S for Mac, Souris Bluetooth compacte sans Fil, 8 000 PPP sur Toute Surface, clics discrets, USB-C, Souris sans Fil pour MacBook Pro, Macbook Air, iMac, iPad - Gris Sidéral",Logitech,"92,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,7",Livraison plus rapide,En stock,3
"Logitech G403 Souris Gamer sans Fil, 16000 DPI, RVB Gaming, Ultra-Léger, Poids Ajustables, 6 Boutons Programmables, Mémoire Intégrée, Batterie Longue Durée, Compatible avec PC/Mac - Noire",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,3
"Logitech C922 Pro Stream Webcam, Streaming Ultrarapide HD 1080p/30ips/HD 720p/60ims, Audio Stéréo, Correction HD, Mise au Point Automatique, Youtube, Twitch, Camera PC/Mac/Portable/Macbook/Tablette",Logitech,"60,76€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech G PRO 2 LIGHTSPEED, souris de gaming sans fil, pour droitier ou gaucher, maximum de 4 boutons latéraux magnétiques personnalisables et commutables, capteur 44K DPI, recharge USB-C, PC/Mac - B",Logitech,"89,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Logitech 980-000413 Z313 Système de Haut-Parleurs 2.1 avec Subwoofer, Son Riche, 50W en Puissance, Basses Puissantes, Entrée Audio 3,5 mm, Prise EU/France, Noir",Logitech,"42,09€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,En stock,3
"Logitech M280 Souris sans Fil, 2,4 GHz avec Nano-Récepteur USB, Suivi Optique 1000 PPP, 3 Boutons, Batterie Longue Durée 18 Mois, Compatible avec PC/Mac/Ordinateur/Chromebook - Noir",Logitech,"24,90€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,En stock,3
"Logitech Lift for Business, Souris Ergonomique Verticale, sans Fil, Bluetooth ou Logi Bolt USB sécurisé, clics Silencieux, certifiée dans Le Monde Entier, Windows/Mac/Chrome/Linux - Graphite",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,3
"Logitech G X56 H.O.T.A.S Système 3M avec Commande des Gaz RVB et Joystick, 6 DOF, 4 Options de Ressort, +189 Commandes Programmables, RVB, 2x USB - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,1",0,Indisponible,3
"FOXMM WIN60 HE Clavier 8000Hz Rapid Trigger, Précision RT de 0,02 mm, Clavier Gamer Filaire 60% avec Interrupteur Magnétique, Actionnement Réglable, SOCD et Snap Tap, Hot Swap, Noir",Logitech,"56,75€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,0",0,En stock,3
"Dierya x TMKB M1 Souris de Jeu sans Fil, Capteur Optique 24 000 DPI, Léger 90g, 6 Boutons Programmables, Éclairage RGB, Autonomie 180H, 2.4GHz/Bluetooth/USB-C Souris Gamer, Blanc",Logitech,"29,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,En stock,3
"Glorious GHS Eternal - Casque gaming stéréo pour PC, PS5, PS4, Xbox, Switch. Transducteurs inclinés sur mesures, micro détachable 3,5 mm haute-clarté ajustable. Résistant, confort longue durée. Blanc",Logitech,"59,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,0",0,En stock,3
"Domyfan Écran Portable 15.6"" Triple Moniteur pour Ordinateur Portable 120% sRGB FHD 1080P Convient à Toutes Les Tailles Laptop attaché Type-C USB HDMI plug and play, Pour Mac, Windows, Chrome, Android",Logitech,"309,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Logitech G Souris de Jeu sans Fil Pro 2 Lightspeed, jusqu'à 4 Boutons latéraux magnétiques Personnalisables et commutables, Chargeur USB-C, capteur 32k DPI pour pour PC/Mac.",Logitech,"95,86€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
"Logitech G213 Prodigy, Clavier et Souris Gaming, Eclairage RVB LIGHTSYNC, Résistant aux Éclaboussures, Personnalisable, Commandes Multimédia Dédiées",Logitech,"71,94€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,En stock,3
"Logitech G Saitek, Farm Simulator, Volant à 900 Degrés, +38 Boutons Assignables, Contrôleur Analogique Double, Stick de Contrôle, USB , PC/Mac - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,3
"Logitech Group Système de Webcam Visioconférence, Full HD 1080p,Mise au Point Automatique, USB, Skype for Business,Teams,Zoom, Fuze,Hangouts Meet,Hardware, Cortana, Cisco Jabber,Portable/PC/Mac - Noir",Logitech,"499,00€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",Livraison plus rapide,En stock,3
"Logitech Z623 Système Haut Parleur PC 2.1, Certifié THX, Dolby & DTS, 400 Watts en Puissance, Multi-Dispositifs, Entrées Audio 3,5 mm et RCA, Commandes Intégrées, Prise EU, PC/PS4/Xbox/TV/Smartphone",Logitech,"149,97€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech G G502 X Souris Gaming Filaire - LIGHTFORCE Boutons primaires Hybrides Optique-mécanique, capteur Gaming Hero 25K, Compatible avec PC - macOS/Windows - Noir",Logitech,"58,91€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,1",0,En stock,3
"Logitech M500s Souris Filaire avancée avec défilement Ultra-Rapide et multidirectionnel avancé, Boutons Personnalisables, Suivi Haute précision avec commutateur PPP, USB prêt à l'emploi - Gris",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,3
"Logitech H390 Casque Filaire pour PC/Ordinateur Portable, Casque Stéréo avec Microphone Antibruit, USB-A, Commandes en Ligne, Compatible avec Chromebook - Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,3
"Logitech G Souris de jeu, Noir, Ancien Modèle",Logitech,"43,06€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
"Logitech G RS50 System, configuration de volant de simulation de course en 3 pièces - base de volant RS50 avec Direct Drive 8 Nm, RS Wheel Hub avec 13 boutons et RS Round Wheel 28 cm - Xbox/PC - Noir",Logitech,"649,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"5,0",0,En stock,3
"Logitech G903 LIGHTSPEED Souris Gamer sans Fil, 25 600 PPP, RVB Gaming, Poids Ajustables, 6 Boutons Programmables, POWERPLAY-compatible, Batterie Longue Durée, Ambidextre, PC/Mac - Noire",Logitech,"129,16€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech Z150 Enceinte PC, son stéréo, 2 haut-parleurs, puissance de crête de 6 watts, entrée 3,5 mm, contrôleur de haut-parleur droit, prise casque, prise britannique, PC/TV/téléphone portable, Blanc",Logitech,"21,87€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Logitech Z533 Système de Haut-Parleurs 2.1 avec Subwoofer, Son Puissant, 120W en Puissance, Basses Puissantes, Entrée Audio 3,5 mm/RCA, Prise UK, PC/PS4/Xbox/TV/Smartphone/Tablette/Lecteur",Logitech,"99,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,1",0,En stock,3
"Logitech Signature K650,Clavier sans fil Ergonomique Entier avec Repose-Poignets, AZERTY Belge - Gris",Logitech,"44,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,6",0,En stock,3
"Logitech Combo Touch, étui clavier pour iPad Air 11 pouces (M2 et M3), iPad Air (5e génération)- Clavier rétroéclairé amovible avec support, Clavier Français AZERTY - Gris",Logitech,"190,48€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,8",0,En stock,3
"Logitech Ergo M575S Souris trackball sans Fil, Souris Ergonomique sans Fil avec Bluetooth et dongle chiffré, contrôle Confortable par Le Pouce, Suivi précis et Fluide, pour PC/Mac - Blanc",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,5",0,Indisponible,3
"Logitech G G402 Hyperion Fury Souris Gamer Filaire, Suivi Optique 4 000 PPP, Ultra-Léger, Ultra-rapide, 8 Boutons Gaming Programmables, Idéale FPS, PC/Mac - Noire",Logitech,"48,60€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech Combo Touch, étui clavier pour iPad Pro 13 pouces (M4 et M5)(2024 et 2025), FRA AZERTY, rétroéclairé amovible avec support, saisie confortable, mode multi-usage - Graphite",Logitech,"277,55€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,1",0,En stock,3
"Logitech G PRO Racing Wheel, Volant de course, Direct Drive 11 Nm, TRUEFORCE + PRO Racing Pedals: pédalier avec freins à capteur de pression de 100 kg, personnalisable, Xbox & PC - Noir",Logitech,"1 497,58€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Logitech for Creators Blue Yeti Premium USB Gaming Mic pour Streaming sur PC & Mac, Special Edition, Blue VOICE Effects, Exclusive Streamlabs Themes, 4 Pickup Patterns, Plug & Play - Blanc",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,3",0,Indisponible,3
"Logitech G RS Pedals - Pédales de simulation de course avec frein à capteur de pression 75 kg, positionnement des pédales réglable, conception modulaire, châssis en acier robuste et extensible - Noir",Logitech,"139,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
"Logitech Récepteur Audio sans Fil, Adaptateur Bluetooth pour PC/Mac/Smartphone/Tablette/Récepteur AV, Sorties 3,5mm et RCA pour Hauts-Parleurs, Couplage Simple, Multidispositifs, Prise EU, Noir",Logitech,N/A,Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,6",0,Indisponible,3
"Logitech G Yeti GX Microphone Gaming RVB Dynamique avec LIGHTSYNC, USB prêt à l’Emploi pour Streaming, supercardioïde, pour PC/Mac - Noir",Logitech,"107,43€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Logitech - MX Creative Console, keypad Programmable avec 9 Touches LCD Personnalisables et Molette de Commande pour la Conception Graphique, Le Montage Vidéo, la Photographie, Graphite",Logitech,"182,50€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"3,7",Livraison plus rapide,En stock,3
"Lampe vidéo LED ULANZI K20 Key Light, Panneau LED Professionnel pour Studio avec 600 lumens et 10W, Lumière vidéo 11"" dimmable (2500K-9000K), pour Youtube/Diffusion en Direct",Logitech,"59,99€",Informatique & Accessoires,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
