nom_produit,marque,prix,categorie,plateforme,site_source,url_produit,note,nombre_avis,disponibilite,page
"Razer Opus - Casque sans Fil avec Réduction Active du Bruit ANC (Audio Tuning THX, Jusqu'à 25 Heures de Batterie, Bluetooth 5.0, Compatible Jack 3.5mm) Noir",Razer,"76,76€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"3,9",0,En stock,3
Razer Gigantus V2 Tapis de Souris de Jeu en Tissu (Moyen) : Surface en Tissu Micro-tissé texturé – Mousse de Caoutchouc épaisse Haute densité – Base antidérapante – Édition Hello Kitty & Friends,Razer,"49,40€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
Razer Mamba Elite Souris Gaming Filaire 16 000 DPI Capteur Optique Chroma RGB Éclairage 9 Boutons Programmables Commutateurs Mécaniques,Razer,N/A,Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,7",0,Hors stock,3
Razer BlackShark V2 X Casque Gaming multiplateforme Filaire pour Esports Blanc,Razer,N/A,Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,5",0,Hors stock,3
"Razer BlackWidow V4 (Yellow Switch) Clavier mécanique de Jeu avec Razer Chroma RGB (commutateurs mécaniques Jaunes, 6 Touches Macro, Capuchons Clavier ABS Doubleshot) Disposition QWERTZ DE Noir",Razer,"149,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,0",0,En stock,3
"Razer Nommo V2 Pro - Enceintes Gaming 2.1 à Large Bande pour PC avec Caisson de Basses Sans Fil (Haut-Parleurs Large Bande de 3 Pouces avec Bouchons de Phase en Aluminium, THX Spatial Audio) Noir",Razer,"360,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"3,8",0,En stock,3
"Logitech G203 LIGHTSYNC USB Souris Gaming avec Éclairage RVB Personnalisable, 6 Boutons Programmables, Capteur Niveau Gaming, 8 000 PPP, Ultra-Léger - Noire",Razer,N/A,Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,6",0,Hors stock,3
"Razer Huntsman V3 Pro TKL - Clavier Optique analogique Tenkeyless pour Les Sports électroniques (Volant Multifonction numérique et Boutons de Commande dédiés, Touches PBT texturées à Deux Couches)",Razer,"246,56€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"3,9",Livraison plus rapide,En stock,3
"zealsound Microphone USB Gaming- Micro à Condensateur pour iPhone/PC/Mac/PS4&PS5, Micro Streaming/Youtube/Podcast, Bouton Muet/Gain/Echo, Bras Inclus - Kit Complet pour Enregistrement K66 avec Boom",Razer,"56,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,2",0,En stock,3
"FOXMM WIN60 HE Clavier 8000Hz Rapid Trigger, Précision RT de 0,02 mm, Clavier Gamer Filaire 60% avec Interrupteur Magnétique, Actionnement Réglable, SOCD et Snap Tap, Hot Swap, Noir",Razer,"56,75€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,0",0,En stock,3
"OXS Thunder Pro 5.1.2 Barre de Son de Jeu avec Dolby Atmos, Connexion Bluetooth Multi-Appareils, Caisson de Basses intégré, 3 Modes de Jeu Professsionnels, pour Les PC et Les Consoles de Jeu",Razer,"599,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,2",0,En stock,3
"PCSpecialist Master PC Gamer - Intel Core i7-14700KF 5.60 GHz 20-Core, 32 Go DDR5 RAM, 16 Go GEFORCE RTX 5080, 2 to M.2 SSD, Windows 11",Razer,"2 999,00€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"5,0",0,En stock,3
Razer Ornata V3 - Clavier Gaming à Membrane mécanique avec revêtement UV (Repose-Poignet magnétique Soft-Touch 10 Zones d'éclairage Razer Chroma RVB) Clavier Italien | Noir,Razer,"105,89€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,3",0,En stock,3
Razer DeathAdder RZ0103850200 Essential Souris Blanc,Razer,"39,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
"Razer Kraken Kitty V3 X Casque de Jeu Filaire : Kitty Ears - Micro cardioïde HyperClear - Pilotes de 40 mm - Son Surround 7.1 - Coussinets d'oreille Confortables - Plateforme croisée Via PC de 3,5 mm",Razer,"57,71€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,5",0,En stock,3
"Razer Ornata V3, Clavier Gaming avec interrupteurs Hybrides à Membrane mécanique (Repose-Poignet Ergonomique, entièrement programmable, chromé RVB), Clavier Allemand, Noir",Razer,"67,84€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Razer Edition TAROK Natrix Chaise de Jeu pour PC, en Cuir synthétique matelassé, revêtement softcoat 3D, Fonction Bascule, Coussin Lombaire et Oreiller, jusqu'à 130 kg, Noir",Razer,"259,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,7",0,En stock,3
"Razer Huntsman V3 Pro Tenkeyless TKL Clavier analogique Esport Optique avec Verrouillage à cliquet et Mode de déclenchement Rapide (personnalisations intégrées, molette Multifonction et Boutons de",Razer,"142,86€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,0",0,En stock,3
"Razer BlackShark V2 X Casque de jeu : son surround 7.1 – Pilotes de 50 mm – Coussin en mousse à mémoire de forme – PC, PS4, PS5, Nintendo Switch, Xbox One, Xbox Series X et S, mobile – Prise audio 3,5",Razer,"59,95€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Razer Key Light Chroma - Key Light RGB pour Le Streaming (Solution complète d'éclairage pour Le Streaming, Spectre Lumineux Personnalisable, éclairage interactif, WLAN et Bluetooth) Noir",Razer,"189,00€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"3,8",0,En stock,3
"Razer Huntsman Elite (Purple Switch) - Clavier de Jeu avec commutateurs opto-mécaniques (contrôle Rotatif, Repose-Paume éclairé, RGB Chroma) Clavier AZERTY | Noir",Razer,"169,00€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
Razer DeathAdder Essential Ensemble Souris de Jeu et Tapis de Souris de Jeu Souple Goliathus Édition Kuromi,Razer,"64,66€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,8",0,En stock,3
Razer Kiyo X - Webcam Full HD en streaming 1080p 30 fps/720p 60 fps - avec mise au point automatique - Options de montage flexibles - Compact et portable - Plug & Play | Noir,Razer,"64,86€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,5",0,En stock,3
"Razer Basilisk V3 Pro + Gigantus V2 Medium - Tapis de Souris Gaming Doux et Moyen pour la Vitesse et Le contrôle & Souris sans Fil Ergonomique Esports, Noir, capteur 30K",Razer,"127,11€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"5,0",0,En stock,3
"Razer Blade 15 Advanced Model - PC Portable Gaming 15,6"" - UHD 144Hz - i9 - NVIDIA GeForce RTX 3080 Ti, 32GB DDR5, 1TB - Clavier AZERTY - Chroma RGB Noir",Razer,"3 231,43€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"5,0",0,En stock,3
Razer BlackWidow V4 X Pokémon Edition - Clavier mécanique de Jeu - Chroma RGB - interrupteurs mécaniques Vert - 6 Touches Macro dédiées - Double-Capsule ABS - QWERTY US Clavier | Pokémon Kanto,Razer,"153,90€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
"Razer Chaise de jeu Enki X avec support lombaire intégré, chaise de bureau/bureau, cuir synthétique multicouche, rembourrage en mousse, réglable en hauteur, noir/vert",Razer,"391,43€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,2",0,En stock,3
"Razer BlackWidow V4 X Clavier de Jeu avec Razer Chroma RGB (commutateurs mécaniques Jaunes, 6 Touches Macro dédiées en ABS à Double Injection) Noir",Razer,"149,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,4",0,En stock,3
DeathAdder V3 Souris de gaming filaire ultra légère 59 g Capteur optique Focus Pro 30 K Commutateurs optiques rapides Gen-3 Hyperpolling 8 K Hz 6 boutons programmables Ergonomique Câble Speedflex Noir,Razer,"53,14€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,3",0,En stock,3
"Razer DeathStalker V2 Pro (Switches Rouges) - Clavier Gamer Optique Sans-Fil à Profil Bas (Switches Optiques Linéaires et Silencieux, Sans-Fil HyperSpeed, Bluetooth 5.0) Clavier AZERTY | Noir",Razer,N/A,Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,1",0,Hors stock,3
"Razer DeathAdder Essential souris USB Optique 6400 DPI - Souris (Ambidextre, Optique, USB, 6400 DPI, Noir)",Razer,"30,72€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,6",0,En stock,3
"Razer Viper V2 Pro - Souris Gaming Esports sans Fil Ultra Légère de 58g Capteur Optique 30K DPI, Technologie sans-Fil HyperSpeed, Interrupteur Optique Gen-3, 5 Options DPI PUBG Ed",Razer,"118,89€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,2",0,En stock,3
Razer BlackWidow V4 Pro Clavier de Jeu sans Fil 75% : écran OLED – True 4K Hz sans Fil – Bluetooth – remplaçable à Chaud – Commutateurs tactiles Orange – Cadran de Commande – Razer Snap Tap – Chroma,Razer,"475,51€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,0",0,En stock,3
"Razer Lite - Disposition Nordique, RZ03-02741000-R3N1.",Razer,"47,69€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"3,9",0,En stock,3
Razer Basilisk V3 X Hyperspeed - Souris Gaming sans Fil Noir & Ornata V3 X - Clavier Gamer à Profil Bas Clavier AZERTY | Noir,Razer,"94,50€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"5,0",0,En stock,3
"Razer BlackWidow V3 (Switches Verts) - Clavier Gamer Mécanique (Switches Mécaniques Clicky, Touches en ABS Doubleshot, Touches Media, Repose-Poignet) Clavier US - Roblox Ed.",Razer,"176,63€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"3,9",0,En stock,3
"GTPLAYER Chaise de Jeu, Chaise de Bureau d'ordinateur avec Coussin à Ressorts ensachés, Repose-Pieds, Chaise d'ordinateur Ergonomique à Dossier Haut avec Support Lombaire, Supporte 150 kg",Razer,"149,99€",Gaming & Périphériques,E-commerce,Amazon FR,N/A,"4,5",0,En stock,3
